dataset,pair_index,left_index,right_index,component_id,component_split,is_sentinel,potency_difference,mcs_atoms,match,rationale_left,rationale_right,rationale_valid,rationale_failure_reason
CHEMBL237_EC50,2,4,427,0,calibration,True,1.6989700043360187,25.0,"[[0, 2], [1, 3], [2, 4], [3, 5], [4, 6], [5, 7], [6, 8], [7, 9], [8, 10], [9, 11], [10, 12], [11, 13], [12, 14], [13, 15], [14, 16], [15, 17], [16, 18], [17, 19], [18, 20], [19, 21], [20, 22], [21, 23], [22, 24], [23, 26], [24, 25]]",[],"[0, 1, 2, 3]",True,
CHEMBL237_EC50,5,8,311,1,test,True,1.177162269418206,22.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 20], [19, 19], [20, 22], [21, 23]]","[16, 17, 18, 19]","[7, 11, 12, 13, 14, 17, 18, 19, 20, 21]",True,
CHEMBL237_EC50,7,14,17,3,test,True,1.216163582343034,32.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 6], [5, 7], [6, 8], [7, 9], [8, 10], [9, 11], [10, 12], [11, 13], [12, 14], [13, 15], [14, 16], [15, 17], [16, 18], [17, 19], [18, 20], [19, 21], [20, 22], [21, 23], [22, 24], [23, 25], [24, 26], [25, 27], [26, 28], [27, 29], [28, 30], [29, 31], [30, 32], [31, 33]]",[],"[0, 1, 2, 3, 4, 5, 6]",True,
CHEMBL237_EC50,11,45,47,6,test,True,2.419129307741974,29.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [30, 27], [31, 28]]","[25, 26, 27, 28, 29]",[],True,
CHEMBL237_EC50,12,46,48,7,test,True,1.204119982655925,31.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [28, 28], [32, 29], [33, 30]]","[27, 28, 29, 30, 31]",[],True,
CHEMBL237_EC50,13,57,62,8,test,True,1.1706962271689747,19.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 19], [19, 18]]","[6, 7, 8, 9]","[6, 7, 8, 9]",True,
CHEMBL237_EC50,59,80,101,11,test,True,1.312311006073671,28.0,"[[2, 1], [3, 2], [4, 3], [5, 4], [6, 6], [7, 5], [8, 28], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 27], [24, 26], [25, 25], [26, 24], [27, 23], [28, 8], [29, 7]]","[0, 1, 2, 3, 4, 5, 6, 7, 29]","[0, 1, 2, 3, 4, 5, 6, 28]",True,
CHEMBL237_EC50,211,161,163,19,test,True,1.126758293374257,35.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [20, 19], [21, 20], [22, 25], [23, 24], [24, 23], [25, 22], [26, 21], [27, 26], [28, 27], [29, 28], [30, 29], [31, 30], [32, 31], [33, 32], [34, 33], [35, 34]]","[14, 17, 18, 19, 20, 21]","[14, 17, 18, 19, 20]",True,
CHEMBL237_EC50,213,169,436,20,calibration,True,1.0511525224473823,59.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [28, 28], [29, 29], [30, 30], [31, 31], [32, 32], [33, 33], [34, 34], [35, 35], [36, 36], [37, 37], [38, 40], [39, 41], [40, 42], [41, 43], [42, 44], [43, 47], [44, 46], [45, 45], [46, 48], [47, 49], [48, 50], [49, 51], [50, 52], [51, 53], [52, 54], [53, 55], [54, 56], [55, 57], [56, 58], [57, 59], [58, 60]]",[],"[32, 36, 37, 38, 39, 40]",True,
CHEMBL237_EC50,215,174,522,21,test,True,2.45529281722399,26.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 17], [16, 18], [17, 19], [18, 20], [19, 21], [20, 22], [21, 23], [22, 24], [23, 26], [24, 25], [25, 27]]",[],"[0, 1, 2, 14, 15, 16]",True,
CHEMBL237_EC50,218,178,183,23,test,True,1.092314261318908,31.0,"[[0, 0], [1, 1], [2, 2], [4, 3], [5, 4], [6, 5], [7, 6], [8, 7], [9, 8], [10, 9], [11, 10], [12, 11], [13, 12], [14, 13], [15, 14], [16, 15], [17, 16], [18, 17], [19, 18], [20, 19], [21, 20], [22, 21], [23, 22], [24, 23], [25, 24], [26, 25], [27, 26], [28, 28], [29, 27], [31, 29], [32, 30]]","[1, 2, 3, 4, 5, 9, 26, 27, 28, 29, 30]","[1, 2, 3, 4, 8, 25, 26, 27, 28]",True,
CHEMBL237_EC50,249,211,312,26,calibration,True,1.359735656001808,25.0,"[[1, 1], [2, 2], [3, 0], [4, 3], [5, 4], [6, 5], [7, 6], [8, 7], [9, 8], [10, 9], [11, 10], [12, 11], [13, 12], [14, 13], [15, 14], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 23], [22, 22], [23, 21], [24, 24], [25, 25]]","[0, 1, 2, 3, 4, 5, 9]","[0, 1, 2, 3, 4, 8, 9, 13, 14, 15, 16]",True,
CHEMBL237_EC50,252,218,488,28,calibration,True,1.886056647693163,30.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 25], [15, 24], [16, 16], [18, 15], [19, 14], [20, 26], [21, 27], [22, 28], [23, 29], [24, 30], [25, 31], [26, 32], [27, 33], [28, 34], [29, 36], [30, 35]]","[15, 16, 17, 18]","[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",True,
CHEMBL237_EC50,369,274,301,32,test,True,3.783683738983605,31.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 11], [10, 12], [11, 13], [12, 14], [13, 15], [14, 16], [15, 17], [16, 18], [17, 19], [18, 20], [19, 24], [20, 23], [21, 22], [22, 21], [23, 25], [24, 26], [25, 27], [26, 28], [27, 29], [28, 30], [29, 31], [30, 32]]","[7, 8, 9, 10, 14, 15]","[7, 8, 9, 10, 11, 12, 16, 17]",True,
CHEMBL237_EC50,415,342,344,36,calibration,True,1.2143928672367643,19.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 21], [21, 20]]","[5, 6, 7, 8, 9, 10, 11]","[5, 6, 7, 8, 9, 10, 11]",True,
CHEMBL237_EC50,418,347,348,38,calibration,True,1.4825841504211643,37.0,"[[0, 1], [1, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [28, 28], [29, 29], [30, 30], [31, 31], [32, 32], [33, 33], [34, 35], [35, 34], [36, 36], [37, 37]]","[0, 1, 2, 3]","[0, 1, 2]",True,
CHEMBL237_EC50,419,350,475,39,calibration,True,1.4438803215809832,29.0,"[[7, 1], [8, 0], [10, 7], [11, 8], [12, 9], [13, 10], [14, 11], [15, 12], [16, 13], [17, 14], [18, 15], [19, 16], [20, 17], [21, 18], [22, 19], [23, 20], [24, 21], [25, 22], [26, 23], [27, 24], [28, 25], [29, 26], [30, 27], [31, 28], [32, 29], [33, 31], [34, 30], [35, 32], [36, 33]]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",True,
CHEMBL237_EC50,424,371,372,42,test,True,1.3157532524846882,27.0,"[[2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 12], [10, 11], [11, 10], [12, 9], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [28, 28]]","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,
CHEMBL237_EC50,430,401,416,43,calibration,True,1.0270114698732078,25.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [13, 12], [14, 13], [15, 14], [16, 15], [17, 16], [18, 17], [19, 18], [20, 19], [21, 20], [22, 21], [23, 22], [24, 23], [25, 24], [26, 25]]","[9, 10, 11, 12, 13]","[9, 10, 11, 12]",True,
CHEMBL237_EC50,431,406,415,44,test,True,1.1933602118049187,23.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [26, 25], [27, 26], [28, 27]]","[18, 19, 20, 21, 22, 23, 24, 25]","[18, 19, 20, 21, 22, 23, 24]",True,
CHEMBL237_EC50,479,456,458,47,calibration,True,1.310370021918124,30.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 27], [27, 26], [28, 29], [29, 30]]","[24, 25, 26, 27]","[24, 25, 26, 27, 28]",True,
CHEMBL237_EC50,481,460,463,48,test,True,2.5448730389865046,32.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 26], [26, 25], [27, 28], [28, 29], [29, 30], [30, 31], [31, 32]]","[23, 24, 25, 26]","[23, 24, 25, 26, 27]",True,
CHEMBL237_EC50,509,530,532,52,test,True,3.5996405172045494,35.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [26, 30], [27, 31], [28, 32], [29, 33], [31, 34], [32, 35], [33, 40], [34, 39], [35, 38], [36, 37], [37, 36]]","[1, 7, 22, 23, 24, 25, 29, 30, 31, 32]","[1, 7, 22, 23, 24, 25, 26, 27, 28, 29, 33, 34, 35]",True,
CHEMBL237_EC50,512,545,552,53,test,True,1.6989700043360187,29.0,"[[1, 0], [2, 1], [3, 2], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 25], [23, 24], [24, 23], [25, 22], [26, 26], [27, 27], [28, 28], [29, 29]]","[0, 1, 2]","[1, 2, 3, 4]",True,
CHEMBL237_EC50,679,585,587,9,calibration,True,5.687388131786203,33.0,"[[3, 0], [4, 1], [5, 2], [6, 3], [7, 4], [8, 5], [9, 6], [10, 7], [11, 8], [12, 9], [13, 10], [14, 11], [15, 12], [16, 13], [17, 14], [18, 15], [19, 16], [20, 17], [21, 18], [22, 19], [23, 20], [24, 21], [25, 22], [26, 23], [27, 24], [28, 25], [29, 26], [30, 27], [31, 28], [32, 29], [33, 30], [34, 31], [35, 32]]","[0, 1, 2, 3, 4]",[],True,
CHEMBL237_EC50,737,627,644,54,test,True,1.9784603221438903,24.0,"[[1, 1], [2, 2], [3, 3], [4, 4], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26]]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 27]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 27, 28]",True,
CHEMBL237_EC50,742,631,638,57,test,True,2.4086638740638104,20.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19]]","[1, 19, 20, 21, 22, 23]","[1, 19, 20, 21, 22, 23, 24]",True,
CHEMBL237_EC50,744,657,659,58,calibration,True,1.3524299088796037,26.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [20, 19], [21, 20], [22, 21], [23, 22], [24, 23], [25, 24], [26, 25]]","[17, 18, 19, 20, 21, 24]","[17, 18, 19, 20, 23]",True,
CHEMBL237_EC50,902,756,934,25,calibration,True,3.718383045380154,36.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 17], [17, 16], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [31, 28], [32, 30], [33, 35], [34, 34], [35, 33], [36, 32], [37, 31], [38, 36]]","[26, 27, 28, 29, 30, 31, 32]","[23, 26, 27, 28, 29, 30, 36]",True,
CHEMBL237_EC50,916,771,776,62,calibration,True,1.840158390739788,37.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [24, 23], [25, 24], [26, 25], [27, 26], [28, 27], [29, 28], [30, 29], [31, 30], [32, 31], [33, 32], [34, 33], [35, 34], [36, 35], [37, 36]]","[21, 22, 23]",[],True,
CHEMBL237_EC50,918,778,783,63,calibration,True,1.153203356886971,44.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 21], [19, 22], [20, 23], [21, 20], [22, 19], [23, 18], [24, 42], [25, 43], [26, 32], [27, 31], [28, 30], [29, 27], [30, 28], [31, 29], [32, 26], [33, 33], [34, 34], [35, 35], [36, 36], [37, 37], [38, 38], [39, 39], [40, 41], [41, 40], [42, 24], [43, 25]]","[6, 7, 8, 9, 18, 19, 21, 22, 23, 24, 34, 42]","[6, 7, 8, 9, 18, 19, 20, 21, 22, 24, 34, 42]",True,
CHEMBL237_EC50,928,816,821,65,test,True,1.1064553309142884,49.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 27], [24, 26], [25, 25], [26, 24], [27, 23], [28, 28], [29, 29], [30, 30], [31, 31], [32, 32], [33, 38], [34, 36], [35, 37], [36, 35], [37, 39], [38, 40], [39, 41], [40, 42], [41, 43], [42, 44], [43, 45], [44, 46], [45, 47], [46, 48], [47, 49], [48, 50]]","[31, 32, 33, 34]","[31, 32, 33, 34, 35, 36]",True,
CHEMBL237_EC50,958,871,873,68,calibration,True,1.574031267727717,29.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 26], [22, 24], [23, 23], [25, 22], [26, 27], [27, 28], [28, 29], [29, 30]]","[22, 23, 24, 25]","[13, 14, 15, 16, 23, 24, 25, 26]",True,
CHEMBL237_EC50,973,905,907,29,calibration,True,2.5292869625535275,37.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [6, 5], [7, 6], [8, 7], [9, 8], [10, 9], [11, 10], [12, 11], [13, 12], [14, 13], [15, 14], [16, 15], [17, 16], [18, 17], [19, 18], [20, 19], [21, 20], [22, 21], [23, 22], [24, 23], [25, 24], [26, 25], [27, 26], [28, 27], [29, 28], [30, 29], [31, 30], [32, 31], [33, 32], [34, 34], [35, 33], [36, 35], [37, 36]]","[2, 4, 5, 6, 7]","[2, 4, 5, 6]",True,
CHEMBL237_EC50,1001,953,954,71,calibration,True,1.23246772562665,37.0,"[[2, 16], [3, 17], [4, 18], [5, 13], [6, 12], [7, 11], [8, 10], [9, 9], [10, 20], [11, 19], [12, 21], [13, 22], [14, 23], [15, 24], [16, 25], [17, 26], [24, 33], [25, 34], [26, 4], [27, 3], [28, 2], [29, 1], [30, 0], [31, 6], [32, 5], [33, 42], [34, 41], [35, 40], [36, 35], [37, 36], [38, 37], [39, 39], [40, 38], [41, 8], [42, 7], [43, 14], [44, 15]]","[0, 1, 2, 3, 16, 17, 18, 19, 20, 21, 22, 23, 44]","[25, 26, 27, 28, 29, 30, 31, 32]",True,
CHEMBL237_Ki,16,29,230,3,calibration,True,1.442705783627196,46.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 24], [23, 23], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [36, 37], [37, 38], [38, 39], [39, 40], [40, 41], [41, 42], [42, 43], [43, 44], [47, 45], [48, 46]]","[42, 43, 44, 45, 46]","[0, 1, 2]",True,
CHEMBL237_Ki,51,108,1551,10,test,True,1.6796648491406323,18.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [17, 17], [18, 18]]","[14, 15, 16, 17]","[14, 15, 16, 17]",True,
CHEMBL237_Ki,74,147,385,18,calibration,True,1.2365720064370649,24.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 25], [21, 24], [22, 23], [23, 22], [24, 21]]","[5, 9, 10, 11]","[5, 9, 10, 11, 12]",True,
CHEMBL237_Ki,76,149,393,20,calibration,True,1.7873919071185576,24.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 25], [21, 24], [22, 23], [23, 22], [24, 21]]","[7, 8, 9, 10]","[7, 8, 9, 10, 11]",True,
CHEMBL237_Ki,79,162,168,23,calibration,True,1.0280287236002437,35.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [15, 14], [16, 15], [17, 16], [18, 17], [19, 18], [20, 19], [21, 20], [22, 21], [23, 27], [24, 26], [25, 24], [26, 25], [27, 23], [28, 22], [29, 28], [30, 29], [31, 30], [32, 31], [33, 32], [34, 33], [35, 34]]","[12, 13, 14]",[],True,
CHEMBL237_Ki,121,203,204,26,calibration,True,1.7411189882194638,33.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [23, 22], [24, 23], [25, 24], [26, 25], [27, 26], [28, 27], [29, 28], [30, 29], [31, 30], [32, 31], [33, 32]]","[20, 21, 22, 23]",[],True,
CHEMBL237_Ki,122,206,211,27,test,True,1.915679114299964,22.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 22], [18, 20], [19, 19], [20, 18], [22, 17]]","[19, 20, 21, 22]","[19, 20, 21, 22]",True,
CHEMBL237_Ki,124,244,260,28,calibration,True,1.0999761352987392,30.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 8], [6, 7], [7, 6], [8, 5], [9, 11], [10, 9], [11, 10], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [28, 28], [29, 29]]","[3, 4, 5, 6, 10, 12]","[3, 4, 5, 6, 11, 12]",True,
CHEMBL237_Ki,130,312,313,33,test,True,1.6420403354629292,33.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 24], [21, 23], [22, 22], [23, 21], [24, 20], [25, 25], [26, 26], [27, 27], [28, 28], [29, 29], [34, 36], [35, 37], [36, 38]]","[28, 29, 30, 31, 32, 33]","[28, 29, 30, 31, 32, 33, 34, 35]",True,
CHEMBL237_Ki,134,321,327,35,calibration,True,1.5855449032624032,27.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 26], [23, 25], [24, 24], [25, 23], [26, 22]]","[2, 4, 5, 8, 9, 13]","[5, 6, 7, 8, 9, 13]",True,
CHEMBL237_Ki,253,391,645,38,test,True,2.204119982655925,31.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 8], [6, 19], [7, 18], [8, 11], [9, 12], [10, 13], [11, 14], [12, 15], [13, 16], [14, 17], [15, 10], [16, 9], [17, 20], [18, 21], [19, 22], [20, 23], [21, 24], [22, 25], [23, 26], [24, 27], [25, 28], [26, 33], [27, 32], [28, 31], [29, 30], [30, 29]]","[2, 4, 5, 6, 16]","[2, 4, 5, 6, 7, 8, 9, 19]",True,
CHEMBL237_Ki,332,419,420,41,test,True,1.2423455779333097,41.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [12, 11], [13, 12], [14, 13], [15, 14], [16, 15], [17, 16], [18, 17], [19, 18], [20, 19], [21, 20], [22, 21], [23, 22], [24, 23], [25, 24], [26, 25], [27, 26], [28, 27], [29, 28], [30, 29], [31, 30], [32, 31], [33, 32], [34, 33], [35, 34], [36, 35], [37, 36], [38, 37], [39, 38], [40, 39], [41, 40]]","[9, 10, 11, 12]",[],True,
CHEMBL237_Ki,336,435,445,43,test,True,1.1318127586732585,35.0,"[[0, 0], [1, 1], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 23], [9, 24], [10, 22], [11, 21], [12, 20], [13, 13], [14, 14], [15, 19], [16, 18], [17, 17], [18, 16], [19, 15], [20, 12], [21, 11], [22, 10], [23, 9], [24, 8], [25, 7], [26, 6], [27, 34], [28, 2], [29, 3], [30, 4], [31, 5], [32, 33], [33, 32], [34, 31]]","[0, 1, 2, 3, 34]","[0, 1, 2, 3, 34]",True,
CHEMBL237_Ki,365,469,470,45,test,True,1.0746336182969038,27.0,"[[1, 0], [3, 1], [4, 2], [5, 3], [6, 4], [7, 5], [8, 6], [9, 7], [10, 8], [11, 9], [12, 10], [13, 11], [14, 12], [15, 13], [16, 14], [17, 15], [18, 16], [19, 17], [20, 18], [21, 19], [22, 20], [23, 21], [24, 26], [25, 25], [26, 24], [27, 23], [28, 22]]","[0, 1, 2, 3]",[],True,
CHEMBL237_Ki,366,477,480,46,calibration,True,1.029454979338274,22.0,"[[3, 0], [4, 1], [5, 2], [6, 3], [7, 4], [8, 5], [9, 6], [10, 7], [11, 8], [12, 9], [13, 10], [14, 11], [15, 12], [16, 13], [17, 14], [18, 15], [19, 16], [20, 17], [21, 18], [22, 19], [23, 20], [24, 21]]","[0, 1, 2, 3, 4]",[],True,
CHEMBL237_Ki,367,500,1415,47,calibration,True,1.47458299803848,32.0,"[[0, 39], [1, 38], [2, 36], [3, 37], [4, 35], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [28, 28], [29, 29], [30, 30], [31, 31], [32, 32], [33, 33]]","[2, 4, 5, 6, 7, 8, 34]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 34, 35, 36]",True,
CHEMBL237_Ki,475,621,1717,54,test,True,1.7112044607530326,26.0,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 17], [16, 18], [17, 19], [18, 20], [19, 21], [20, 22], [21, 23], [22, 24], [23, 26], [24, 25], [25, 27]]",[],"[0, 1, 2, 14, 15, 16]",True,
CHEMBL237_Ki,482,630,634,55,calibration,True,1.487340419901349,27.0,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 24], [24, 23], [26, 25], [27, 26]]","[21, 22, 23, 24, 25]","[21, 22, 23, 24]",True,
