dataset,representation,predictor,seed,variant,permutation_seed,best_step,path,sha256
CHEMBL233_Ki,molformer,xgboost,42,label_permuted,20271944.0,8,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL233_Ki--molformer--seed42.json,3b24d3a508660c4f1daf14bc897b29d93b2fb567c553d48f49d0f35f762485cc
CHEMBL233_Ki,molformer,mlp,11,trained,,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL233_Ki--molformer--seed11.pt,3524da7467704f76c251533958d4b7e9886750975599a056c3e6dcbd16086416
CHEMBL233_Ki,molformer,mlp,11,label_permuted,20271913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL233_Ki--molformer--seed11.pt,187199dc478ebd942fb2565157b89bf0abe6d445529141153bb11d219f1a627d
CHEMBL233_Ki,molformer,mlp,23,trained,,8,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL233_Ki--molformer--seed23.pt,4f5340978d11d5f0ebdd111499945322092716c36975af71f99c9d989786cccd
CHEMBL233_Ki,molformer,mlp,23,label_permuted,20271925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL233_Ki--molformer--seed23.pt,e6f1d6849b84a494c23a27a070859450603815ea9ecc3c56b8f2f9a43332137c
CHEMBL233_Ki,molformer,mlp,42,trained,,12,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL233_Ki--molformer--seed42.pt,2121bfa91be251a18b88d631e9ca622cec4c14492d1a32e31fc8c0b1e8b28972
CHEMBL233_Ki,molformer,mlp,42,label_permuted,20271944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL233_Ki--molformer--seed42.pt,939f8b624cb79a52fecec112abd39edd73bc2a99589d7462c8271c98d94cdc5c
CHEMBL234_Ki,molformer,xgboost,11,trained,,660,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL234_Ki--molformer--seed11.json,ae3a7a7dba7eb3373537e2d1adb3f73d3461be88d477f3a1052f830005a1233e
CHEMBL234_Ki,molformer,xgboost,11,label_permuted,20272913.0,66,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL234_Ki--molformer--seed11.json,79761232c2ca7195198321f72e0fa49348dade59074518de9cafd8db77867f4f
CHEMBL234_Ki,molformer,xgboost,23,trained,,569,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL234_Ki--molformer--seed23.json,bc06b54296b144e6ef51c1dec9bb066aa188dcd22a5497297bb07e3adf41b9d3
CHEMBL234_Ki,molformer,xgboost,23,label_permuted,20272925.0,11,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL234_Ki--molformer--seed23.json,d96cd8b2fdd4ac2a43a2e9b72d64d916c267966115d436adf757375afa322e1e
CHEMBL234_Ki,molformer,xgboost,42,trained,,999,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL234_Ki--molformer--seed42.json,57cedc0b7a728cf76760da2e5873e30b5ad5d012da64e74002975fef13d85f7d
CHEMBL234_Ki,molformer,xgboost,42,label_permuted,20272944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL234_Ki--molformer--seed42.json,5f5acc35c8eea83bc496ebfe39d1cea6211669af209407343636462252e7f406
CHEMBL234_Ki,molformer,mlp,11,trained,,26,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL234_Ki--molformer--seed11.pt,45badb61a447c62ec49c5d538962162278dbf5872343d5ac6a8ce7a2b15eae14
CHEMBL234_Ki,molformer,mlp,11,label_permuted,20272913.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL234_Ki--molformer--seed11.pt,2edfaedcf22e8fe21d6a4a350b864221a886571c510814b0481e5ade720c4a22
CHEMBL234_Ki,molformer,mlp,23,trained,,23,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL234_Ki--molformer--seed23.pt,c87df09d442f0a659667f2aa72a8b33dc787ae245afd9b6f89b5fc379c56ec0b
CHEMBL234_Ki,molformer,mlp,23,label_permuted,20272925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL234_Ki--molformer--seed23.pt,52d3adfac6d89989aa91bf6eb80418b3ee9b18e09bfaca918f4c851607eeb93a
CHEMBL234_Ki,molformer,mlp,42,trained,,103,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL234_Ki--molformer--seed42.pt,bae0cb07171fd891e4b402aab587b9f35b12969fd27174c21d6db2d277c80542
CHEMBL234_Ki,molformer,mlp,42,label_permuted,20272944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL234_Ki--molformer--seed42.pt,d319951511d4fe55cb470fb4a4164e676284bc1c298cdd45d9d2ea6016e5565b
CHEMBL235_EC50,molformer,xgboost,11,trained,,749,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL235_EC50--molformer--seed11.json,db10486e539a7d67d6422c305349fa4587892e3cc53f3f6f64dfa5826a3785eb
CHEMBL235_EC50,molformer,xgboost,11,label_permuted,20273913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL235_EC50--molformer--seed11.json,2f5b88e998c9e5c4f76f8dc6795f94bd79d97d09a39f0044a4f36eac9b59c8e4
CHEMBL235_EC50,molformer,xgboost,23,trained,,623,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL235_EC50--molformer--seed23.json,f8db8dea718cfff04609fb2ab34b1f930bc019b6aaa0cb02be874a9a1226a7ac
CHEMBL235_EC50,molformer,xgboost,23,label_permuted,20273925.0,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL235_EC50--molformer--seed23.json,56e73939ff2686d00ca556200ec5f911274085309ab99ad3d75efe2cc0eb12e0
CHEMBL235_EC50,molformer,xgboost,42,trained,,999,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL235_EC50--molformer--seed42.json,ebf5ca2cd69ecefc38a196881cab863da43f2fa79c64d946932996bb711ef0b5
CHEMBL235_EC50,molformer,xgboost,42,label_permuted,20273944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL235_EC50--molformer--seed42.json,68c09695d22a08dce63c467b0b86ec2aaf20247acdcc1d20294b90d1c92efe49
CHEMBL235_EC50,molformer,mlp,11,trained,,30,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL235_EC50--molformer--seed11.pt,174a991a288e1d2308e54968fd4ec827dc9599b5d68b4653eae449187ec1ab4c
CHEMBL235_EC50,molformer,mlp,11,label_permuted,20273913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL235_EC50--molformer--seed11.pt,15299b9e0e7d7ddc10c8b22d2b38d4c2b728ddb3ded0063b769f9f6163becac4
CHEMBL235_EC50,molformer,mlp,23,trained,,46,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL235_EC50--molformer--seed23.pt,d044e091d2ffb054952e12d761fbe475d285297aac368f6dba30f5bcbf43b2a1
CHEMBL235_EC50,molformer,mlp,23,label_permuted,20273925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL235_EC50--molformer--seed23.pt,5d0c5e297a9bc13e2d67f8d31f372b1851df936a0ca7f9d82bd8f71110c2fb0f
CHEMBL235_EC50,molformer,mlp,42,trained,,26,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL235_EC50--molformer--seed42.pt,abc52df7a9ee4f276a394042f9f100555669ba7822e3e90a57f3f523cceb13f5
CHEMBL235_EC50,molformer,mlp,42,label_permuted,20273944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL235_EC50--molformer--seed42.pt,74099c5b85eb27c485dea37c0c81a283e3cc030ad94d0c21e5da4eb9fe7a468f
CHEMBL236_Ki,molformer,xgboost,11,trained,,981,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL236_Ki--molformer--seed11.json,063025646b6916d43a5fa886cc40f95a0a8258d00b92f898703e17e101f4f690
CHEMBL236_Ki,molformer,xgboost,11,label_permuted,20274913.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL236_Ki--molformer--seed11.json,5afceb3995977635f5fc8a665179c4fd98ace748a1084ec7b3d64ddd4c0b658b
CHEMBL236_Ki,molformer,xgboost,23,trained,,993,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL236_Ki--molformer--seed23.json,c65146277dc2f9bf4c5fe6b886684f99d355366552c1848ef3144a146fae07b9
CHEMBL236_Ki,molformer,xgboost,23,label_permuted,20274925.0,17,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL236_Ki--molformer--seed23.json,0a9b529253d7ef4a316d94443394fc8d8dec1987728f71dd71ab040a7433b86a
CHEMBL236_Ki,molformer,xgboost,42,trained,,998,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL236_Ki--molformer--seed42.json,147d58fbb39fa6ef8d3f751ebe1c8e0937d8d9ee37bd50e09cb43533dd25060b
CHEMBL236_Ki,molformer,xgboost,42,label_permuted,20274944.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL236_Ki--molformer--seed42.json,7fbd9fa2bf028d056348040299b1938be42f792079121d5ffac55e56a452b39e
CHEMBL236_Ki,molformer,mlp,11,trained,,6,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL236_Ki--molformer--seed11.pt,a07bdb09e52eae249c49878c8827d86b07aa4aad3ddae7ead3759aade6eadeae
CHEMBL236_Ki,molformer,mlp,11,label_permuted,20274913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL236_Ki--molformer--seed11.pt,9cbd18ed46bb0f5066351d12927e80df42e4008267211a54da735590086a8162
CHEMBL236_Ki,molformer,mlp,23,trained,,17,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL236_Ki--molformer--seed23.pt,587c044abfa81283858068096327e7d0bdb565f68de8f9d609e18631ace9b886
CHEMBL236_Ki,molformer,mlp,23,label_permuted,20274925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL236_Ki--molformer--seed23.pt,3b9ebe48eb28d6702769aedca63aa732d6231129ab55372a3c4721b4ad8be94b
CHEMBL236_Ki,molformer,mlp,42,trained,,21,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL236_Ki--molformer--seed42.pt,0b2766760183b696ab2d5ad8ffcbb43ec53ae912ed68209824a134023ae2dca4
CHEMBL236_Ki,molformer,mlp,42,label_permuted,20274944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL236_Ki--molformer--seed42.pt,fdb9d3fe5e4e7f3ebdef7fa6deb1dacd265d5b549c9e526ad6c7ed9c119868be
CHEMBL237_EC50,molformer,xgboost,11,trained,,29,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL237_EC50--molformer--seed11.json,88da40c316d6ac5978905c257142529f6ad3957c55155c52cd43fb8905d9bdb5
CHEMBL237_EC50,molformer,xgboost,11,label_permuted,20275913.0,5,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL237_EC50--molformer--seed11.json,1b5dc9127ac89841ae6937768a1d47df9ad2fea8d87e0c7ef3122c02dc68bb56
CHEMBL237_EC50,molformer,xgboost,23,trained,,29,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL237_EC50--molformer--seed23.json,674d09f51aa70ab848d8433ece3dc85dc12bab8170c6b43e45f60d6d055171ba
CHEMBL237_EC50,molformer,xgboost,23,label_permuted,20275925.0,27,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL237_EC50--molformer--seed23.json,d63920ed6bcd87ebcba008134513ff94ddce841a86e1203bd20e6866a782974c
CHEMBL237_EC50,molformer,xgboost,42,trained,,27,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL237_EC50--molformer--seed42.json,7d47358d31dba937cefd55e23b42850c070488c1b5b3fb55ad8eb6c54c13ec88
CHEMBL237_EC50,molformer,xgboost,42,label_permuted,20275944.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL237_EC50--molformer--seed42.json,b2b0e9c97e74e4f5a4be9921ee0ce34227cd1dfe8604b5d2af205ba9c176880b
CHEMBL237_EC50,molformer,mlp,11,trained,,8,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL237_EC50--molformer--seed11.pt,cb3f1ba674b2d559708f25dcd0f0493ee52d76e8cd8654a775f0442b0b240d01
CHEMBL237_EC50,molformer,mlp,11,label_permuted,20275913.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL237_EC50--molformer--seed11.pt,d7cb6cf98d38e039c7da0f08b84cf552716e45eeaa0e9b77cfcb3101430358e6
CHEMBL237_EC50,molformer,mlp,23,trained,,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL237_EC50--molformer--seed23.pt,d05c1fa7cf2a2537dbf1864fd8dd5d5ec6aaea16ad542dabe07e03dd20e2d768
CHEMBL237_EC50,molformer,mlp,23,label_permuted,20275925.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL237_EC50--molformer--seed23.pt,372508d5f312e248cf9ff5bc8e05a9b018fc217108359b4f9df7baaf3bed0cee
CHEMBL237_EC50,molformer,mlp,42,trained,,7,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL237_EC50--molformer--seed42.pt,880dfd0129c9cfe16e1159137ae96c066f73d2c378b63d431ca0e157006a6304
CHEMBL237_EC50,molformer,mlp,42,label_permuted,20275944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL237_EC50--molformer--seed42.pt,f06ca4cb1ef67b5d8e7a0cb1ba1a6eb440aaedef59876868f49e1144b51036de
CHEMBL237_Ki,molformer,xgboost,11,trained,,912,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL237_Ki--molformer--seed11.json,30f8e39188aadb8833bc6aa29b6fd861dd909ed34869aceee5f88f668b02dc57
CHEMBL237_Ki,molformer,xgboost,11,label_permuted,20276913.0,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL237_Ki--molformer--seed11.json,16500ebbf457bcc816179047227d904aaaf4e8fe088e709e0cb68baacaf65e22
CHEMBL237_Ki,molformer,xgboost,23,trained,,837,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL237_Ki--molformer--seed23.json,52e534b54f28f72503644302abae3f7c8a99ccd5e619c22119679420b7bd31dc
CHEMBL237_Ki,molformer,xgboost,23,label_permuted,20276925.0,6,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL237_Ki--molformer--seed23.json,83671d1ea1ea441490b0efee84aea2c4cc2d244caf0640d863fb68ae3179dbf9
CHEMBL237_Ki,molformer,xgboost,42,trained,,970,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL237_Ki--molformer--seed42.json,68416f6674bd9ba5413a00c4e363c4bbbf77c14c1029579ef120f7edae3b17b7
CHEMBL237_Ki,molformer,xgboost,42,label_permuted,20276944.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL237_Ki--molformer--seed42.json,89ee84f407b314f3ef9b941a2221708d7141df4bc3467164199d8177a1413d0e
CHEMBL237_Ki,molformer,mlp,11,trained,,22,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL237_Ki--molformer--seed11.pt,ffc1268f49ecebd9e9dd38ba0abe6f2473019aaf7b5e878bff78631ac97d9655
CHEMBL237_Ki,molformer,mlp,11,label_permuted,20276913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL237_Ki--molformer--seed11.pt,f1456eb7b5b17ba55c1cc57dfcd28d2f8d0508e8c57de3d1dd00a0cb929c1d0a
CHEMBL237_Ki,molformer,mlp,23,trained,,21,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL237_Ki--molformer--seed23.pt,b17aebf0d9e80d5d85b43f15704df5ece5a998a30e46a8ac06738d0012c3e904
CHEMBL237_Ki,molformer,mlp,23,label_permuted,20276925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL237_Ki--molformer--seed23.pt,21ffa5bfc2c34f9c47d483ff37c53e41e100d7c4a5a82554f4ce3dcb7dd20383
CHEMBL237_Ki,molformer,mlp,42,trained,,21,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL237_Ki--molformer--seed42.pt,462b38cf133810073242f295724a9eb87048d3497008f3fb52a63bc936f277e2
CHEMBL237_Ki,molformer,mlp,42,label_permuted,20276944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL237_Ki--molformer--seed42.pt,17c6b7e3b03d4bcf6c1a643d0771caaae4b2713194ee9dbf25492a8c9eb16744
CHEMBL238_Ki,molformer,xgboost,11,trained,,269,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL238_Ki--molformer--seed11.json,678886301254af8e6234ddd70938900f01d28cf7e172a5e8f1daa332b268177d
CHEMBL238_Ki,molformer,xgboost,11,label_permuted,20277913.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL238_Ki--molformer--seed11.json,346d1516e293f6a12867c62d1ae82681839bdcc44c75563f06b5b99c5af27f1e
CHEMBL238_Ki,molformer,xgboost,23,trained,,157,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL238_Ki--molformer--seed23.json,ba6273b73c40c451f951021fa5cb208bf4ecebf24e8b22666eb36b5fae5ffe53
CHEMBL238_Ki,molformer,xgboost,23,label_permuted,20277925.0,13,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL238_Ki--molformer--seed23.json,c7d6ff354425bd2572122b11f30d1839e43af890d5dec007b41a74c8f9a46263
CHEMBL238_Ki,molformer,xgboost,42,trained,,190,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL238_Ki--molformer--seed42.json,1521fcf6219d1170f7fcbe4ecec9d7ef56f5909d93cd4d78e651439ad6f2fdf5
CHEMBL238_Ki,molformer,xgboost,42,label_permuted,20277944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL238_Ki--molformer--seed42.json,c78323dbd7565ea953e807e431cba2d144a2123533c49a56366e002f1737cce8
CHEMBL238_Ki,molformer,mlp,11,trained,,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL238_Ki--molformer--seed11.pt,cf8f12247dd0cb61d2a8682a98352286035ed430ab0b71675d0ba179a909c04d
CHEMBL238_Ki,molformer,mlp,11,label_permuted,20277913.0,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL238_Ki--molformer--seed11.pt,491256a3be8cc1513afd0387f443105fe3ad5e4bff7391ccd069d91ecbf4bebb
CHEMBL238_Ki,molformer,mlp,23,trained,,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL238_Ki--molformer--seed23.pt,6f40369967e776e5539d4cdce59a3a230cd7b934de042f1690df354fd1cb9a8b
CHEMBL238_Ki,molformer,mlp,23,label_permuted,20277925.0,3,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL238_Ki--molformer--seed23.pt,e60e6ce62d5df9b26cb4f8632d61d18bc31f85567f9c438b8ff17e81622ddac3
CHEMBL238_Ki,molformer,mlp,42,trained,,49,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL238_Ki--molformer--seed42.pt,826af320574f35179f561d92d709cab0939a4e17005c0db1f8331be3b21ab25f
CHEMBL238_Ki,molformer,mlp,42,label_permuted,20277944.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL238_Ki--molformer--seed42.pt,a526b97527ac3a527136914ab5e1f0441ba2d858af546b407145af98d79fbb82
CHEMBL239_EC50,molformer,xgboost,11,trained,,632,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL239_EC50--molformer--seed11.json,3503693123bd0664cc48bd629e5e54742f33051d2eb9f6d24b6e05df771571ae
CHEMBL239_EC50,molformer,xgboost,11,label_permuted,20278913.0,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL239_EC50--molformer--seed11.json,95f8cea3c362c5d067a9c5f5b00228ac7e613d64bad545930518acf576d927eb
CHEMBL239_EC50,molformer,xgboost,23,trained,,527,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL239_EC50--molformer--seed23.json,e1602d2ecf3cd23f6e7ebf454aea2ea28d2f5ac396e2bc9ef341994a7753270d
CHEMBL239_EC50,molformer,xgboost,23,label_permuted,20278925.0,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL239_EC50--molformer--seed23.json,1f5570191389e37f329969a6a87180adf1cdad481ffe2478e4d7750cd6fd7d6c
CHEMBL239_EC50,molformer,xgboost,42,trained,,650,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL239_EC50--molformer--seed42.json,dd1a25e42bee4292451af0a0a202eeda6cbf11eee057aae60a3476b5113ecbcc
CHEMBL239_EC50,molformer,xgboost,42,label_permuted,20278944.0,194,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL239_EC50--molformer--seed42.json,37bbce8d80bce6440ca217940b04c670692b32aa1dacc64f6470ad84e6a77a3b
CHEMBL239_EC50,molformer,mlp,11,trained,,24,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL239_EC50--molformer--seed11.pt,0d34ed0372f8536d0e6fad9967b41fb0735fb1a0a7a29b97c7d9d1b677a6ff9b
CHEMBL239_EC50,molformer,mlp,11,label_permuted,20278913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL239_EC50--molformer--seed11.pt,9a5611e5ff150e9de09fe5896dcff00b5482c178b269b800de0b159b314607ec
CHEMBL239_EC50,molformer,mlp,23,trained,,22,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL239_EC50--molformer--seed23.pt,b710e5db35f8f3f7898ebeef463b349776d22094b7032c2557a62ecd0340b313
CHEMBL239_EC50,molformer,mlp,23,label_permuted,20278925.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL239_EC50--molformer--seed23.pt,ece62cba062a5ea1519d4ade5345502bc7f5192f99b8d588daa29177b0cbd2d6
CHEMBL239_EC50,molformer,mlp,42,trained,,47,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--mlp--CHEMBL239_EC50--molformer--seed42.pt,435ed74973694f9410b4ebacb99ab0077e90e8544595b9cd3618e5af04d49396
CHEMBL239_EC50,molformer,mlp,42,label_permuted,20278944.0,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL239_EC50--molformer--seed42.pt,d5f2c01eac9db0143b5098ecdd51042f28f62b6e1228897e6df43d7f1f1b74ba
CHEMBL244_Ki,molformer,xgboost,11,trained,,491,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\trained--xgboost--CHEMBL244_Ki--molformer--seed11.json,b00fa555c35035cd162a9f199f5b59aba7a2cf3ef96162bd2d7dab6b80bbfeba
CHEMBL244_Ki,molformer,xgboost,11,label_permuted,20279913.0,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL244_Ki--molformer--seed11.json,0b0717159e5c3506150de98235aa974908c3326cc814db205bbc99a5464fdf61
